link,title,date,body,location,entities
https://www.maltatoday.com.mt/news/national/121165/want_to_help_turkey_from_malta_heres_how,Want to help Turkey from Malta? Here’s how,07/02/2023 16:17,The Turkish Embassy is asking for donations that will be sent to earthquake survivors in Turkey Turkey was hit by two earthquakes of magnitude 78 and 75 on Monday that killed thousands of people Intensive rescue operations are underway as thousands of other survivors battle cold winter conditions Anyone who wishes to donate can send items properly packaged and with a list of contents to the Turkish Embassy at 35 Sir Luigi Preziosi Square Floriana The donations will be sent to Turkey via Turkish airlines Winter clothes for adults and children Other equipment Other items,['Floriana'],"[(442, 450, 'LOC')]"
https://www.maltatoday.com.mt/news/national/121150/pn_asks_auditor_general_to_probe_american_university_of_maltas_land_swap_agreements,PN asks Auditor General to probe American University of Malta’s land swap agreements,06/02/2023 16:24,The Nationalist Party has asked the Auditor General to investigate the transfer of land at Smart City to Sadeen for the construction of a university campus The PN ’ s members of parliament ’ s Public Accounts Committee – Darren Carabott David Agius and Graham Bencini - formally submitted their request to the Auditor General on Monday They asked the National Audit Office to look into the contracts signed last year between government and Sadeen Education Investment Ltd the company behind the American University of Malta The PN MPs said the government gave the company a tract of land measuring 30000sqm for the price of 47c per square metre with a perpetual ground lease that can be redeemed In back-to-back deals government last year took back the land at Żonqor Point in Marsaskala originally given to Sadeen for the construction of a university campus and swapped it with a tract of land within the confines of Smart City in Kalkara The deals were approved by parliament but the Opposition had voted against them on the basis that Sadeen had failed to attract enough students to even justify its AUM Bormla campus let alone a bigger one at Smart City READ ALSO Parliament votes to return Żonqor land to public transfer AUM campus to Smart City,"['Marsaskala', 'Kalkara']","[(777, 787, 'LOC'), (932, 939, 'LOC')]"
https://www.maltatoday.com.mt/news/national/121117/egyptian_who_captained_2020_migrant_pushback_stripped_of_asylum,Egyptian who captained 2020 migrant pushback stripped of asylum,06/02/2023 06:30,An Egyptian national who benefited from asylum in Malta has been belatedly stripped of protection after years in which he was associated with the illegal pushback of migrants at sea in Easter 2020 and according to police intelligence seen by MaltaToday the shadowy world of fuel smuggling Amer Abdelrazek – aka Amer Barakat Zaky Abdel Razak – lost his status of subsidiary protection after losing a court case challenging the removal of his protection by the International Protection Agency IPA Subsidiary protection is an intermediate form of protection for an asylum claimant that is renewed periodically only until conditions in their country of origin make it safe for them to return The official reason for the cancellation of protection is that Abdelrazek 44 who is known to Maltese police had misrepresented information about a drug conviction in Egypt The IPA contends that while Abdelrazek did admit the drug charges he had willfully misrepresented it as an act of persecution by the Muslim Brotherhood Originally in April 2014 the IPA – then as the Commissioner for Refugees – denied his asylum claim But the refugee appeals board chaired by then-lawyer – now magistrate – Joseph Mifsud upheld his claim due to the upheavals in Egypt after the overthrow of Mohammed Morsi by the Egyptian army Abdelrazek ’ s asylum claim had then been filed exactly one month after receiving an 18-month prison sentence suspended for three years for using a forged passport and false licensing for the boat the Golden Dawn on which he resided Abdelrazek ’ s subsidiary protection has been regularly renewed since then But in 2021 the IPA received information from the Malta police that he had been convicted for drug trafficking charges in Egypt receiving a life imprisonment sentence “ You are also known to the Maltese authorities as having been involved with serious organised crime groups dealing in fuel and contraband smuggling ” the IPA told Abdelrazek MaltaToday has seen a confidential police report attesting to this claim in which Abdelrazek ’ s name appears as an associate though not a core member of a Maltese organised crime group connected to drug trafficking Abdelrazek ’ s lawyers contested the revocation of his subsidiary protection insisting that their client was never once questioned by police and that he had a clean police conduct – despite the falsified passport charges he had been found gulity of The IPA countered that Abdelrazek had in his asylum claim first stated he was arrested on drug charges “ as he was walking next to a group of Muslim Brotherhood members ” then changed his version at appeals stage by claiming he was himself a member of the Muslim Brotherhood Abdelrazek who has lived in Malta since 2011 has been associated with suspicious seafaring activities in well-documented cases Indeed in the Easter of 2020 when Malta was under the COVID lockdown the Abela administration enforced a shutdown of ports that prevented the rescue of migrants at sea by NGOs It was Abdelrazek himself who admitted to the New York Times that the boat he commanded the Tremar was part of an unofficial pushback of migrants who were steaming towards the Maltese waters ironically to prevent them making their own bid to claim asylum The Tremar was one of three trawlers that on 12 April 2020 sailed out of Valletta – the other two were the Dar Al Salam 1 and the Salve Regina – all on order of Abdelrazek who in turn is believed to have been instructed by members of the Abela administration Former OPM official Neville Gafá has said in court that he was “ operating under Libyan jurisdiction ” when he coordinated the pushback of migrants at Malta ’ s request but denied instructing Abdelrazek in comments to MaltaToday The trawlers switched off their satellite tracking devices soon after leaving port to intercept a migrant vessel attempting to reach Malta and return it to the Libyan coastguard The Dar Al Salam 1 and the Tremar reached the migrant vessel on 14 April guided by a Maltese military helicopter Around 50 survivors were taken aboard the Dar Al Salam 1 and together with the Salve Regina returned to Tripoli on 15 April The Tremar waited in international waters Abdelrazek had told the NYT Fuel smuggling connection Abdelrazek is also a principal of two companies Daha Oil Gas and Rema Trading which have been identified by Italian police as being connected to ships that were involved in fuel smuggling near Hurd ’ s Bank One of these ships is the Bonnie B Abdelrazek is also implicated in another case involving ship owners from Italy and Malta whose complexity is illustrated by one particular event the arson of one lawyer Graziella Attard ’ s car on 16 October 2017 Abdelrazek and his brother Khaled Barakat Abdelrazek had filed a case against Attard and the company owning the fishing vessel Agostino Padre in 2016 claiming Attard had received a €23 million payment of which €13 million had to be paid back to them The understanding could have been down to an issue of Sharia law that prevented the Egyptian parties from partaking in an interest-bearing loan Attard filed a counter-claim against the Abdelrazek brothers and two players in the fuel business Italian national Claudio La Rosa of KB Petrols and Gordon Debono of Petroplus The latter ’ s name is especially notorious accused in both Malta and Italy in connection with the €30 million fuel smuggling ring intercepted in Operation Dirty Oil in 2017 Attard had claimed that the €23 million payment drafted by La Rosa as a settlement of debts with the previous owners of the Agostino Padre had been made “ after much pressure violence and fraud ” The former owners of the Agostino Padre had been debtors of La Rosa for the sum of €13 million before they sold the company on to Graziella Attard,"['Valletta', 'Attard', 'Attard', 'Attard', 'Attard', 'Attard', 'Attard']","[(3324, 3332, 'LOC'), (4671, 4677, 'LOC'), (4783, 4789, 'LOC'), (4864, 4870, 'LOC'), (5099, 5105, 'LOC'), (5449, 5455, 'LOC'), (5785, 5791, 'LOC')]"
https://www.maltatoday.com.mt/news/national/121119/activists_denounce_maltas_murderous_policy_on_migrant_crossings_in_the_mediterranean,Activists denounce Malta’s ‘murderous policy’ on migrant crossings in the Mediterranean,05/02/2023 17:14,Human rights activists have denounced what they claim is the Maltese authorities ’ “ murderous policy ” when dealing with migrants crossing the Mediterranean Sea In a symbolic gesture beneath the Valletta bastions to commemorate the Global Day of CommemorAction for the Dead Missing Persecuted and Forcefully Disappeared at Sea and at the Borders activists laid out shoes to remember the hundreds of unknown migrants who died while trying to reach the safety of European shores More than 1300 people are believed to have died or disappeared in the Central Mediterranean in 2022 bringing the total death toll to 25000 since 2014 The action was endorsed by 47 organisations that accused the Maltese government of abdicating its search and rescue responsibilities “ The Maltese government ’ s continued failure to uphold its search and rescue SAR responsibilities contributes to this death toll by putting lives at risk ” they said Quoting unofficial statistics compiled by civilian rescue operators on the basis of accounts given by rescued migrants and “ media analysis ” the activists said the Maltese authorities ignored more than 20000 people in distress - 413 boats in distress in Malta ’ s SAR zone were not assisted and only three boats were rescued by the Maltese Armed Forces Activists said people in distress in Malta ’ s SAR zone must be rescued without delay “ Despite Minister Byron Camilleri 's claim of ‘ defending our realm ’ government decisions to delay and avoid rescue lead directly to the loss of life at sea Four-year-old Loujin died of thirst in September 2022 after days of being in distress in Malta ’ s SAR zone Her death makes clear the consequences of our government ’ s actions The murderous policy adopted by the Maltese authorities must be reversed ” the organisations said They also noted that last year some 24600 people were pushed back to Libya after being intercepted at sea Returning people to Libya has been widely condemned for violating international law and the principle of non-refoulement since Libya is not deemed to be a safe place Migrants regularly face torture rape and death in Libya yet on multiple occasions Maltese authorities have allowed the Libyan coast guard or instructed private vessels to return people to Libya from Malta ’ s search and rescue zone The activists also denounced what they called government ’ s “ divisive rhetoric and practices ” that reinforce violence against asylum seekers and encourages racism “ Malta and the Mediterranean should not be a place of death but rather a place of refuge and safety The government must reassess its approach towards migration and engage with those who are dedicated to supporting migrants asylum seekers and refugees Until then Malta will continue to be responsible for causing harm to those seeking a better life ” they said The organisations that endorsed the event are aditus African Media Association Malta Alleanza Kontra l-Faqar Allied Rainbow Communities Black Lives Matter Malta Blue Door Education Caritas Malta Christian Life Community Dance Beyond Borders Dar Hosea Dar tal-Providenza Faculty of Education University of Malta Fondazzjoni Sebħ Free El Hiblu 3 Humanists Malta Integra Foundation Jesuit Refugee Service Malta Kopin Malta LGBTI Gozo Malta House of Prayer Men Against Violence MGRM Migrant Women Association Malta Migrants Commission Moviment Graffitti Peace and Good Foundation PeaceLab PEN Malta president emeritus Marie-Louise Coleiro Preca Repubblika SAR Malta Network Segretarjat Assistenza Soċjali tal-AKM SOS Malta SPARK15 St Jeanne Antide Foundation Sudanese community the Association for Justice Equality and Peace the Critical Institute the Daphne Caruana Galizia Foundation the Good Shepherd Sisters - Dar Merhba Bik Foundation the Justice and Peace Commission the Malta Foundation for the Wellbeing of Society the Maltese Association of Social Workers the Paulo Freire Institute Foundation the People for Change Foundation Women 's Rights Foundation and YMCA,['Valletta'],"[(196, 204, 'LOC')]"
https://www.maltatoday.com.mt/news/national/121113/abela_warns_supporters_against_complacency_dont_let_anyone_tell_you_parties_are_the_same,Abela warns supporters against complacency: ‘Don’t let anyone tell you parties are the same’,05/02/2023 13:10,Robert Abela cautioned supporters not to be deceived in believing the Labour and Nationalist parties are the same as he praised his government ’ s economic achievements The Prime Minister insisted the PL ’ s belief was that no one should be left to fall by the wayside citing the increase in social benefits and pensions that kicked in last week But standing in front of an enthusiastic crowd at the PL club in Mġarr Abela had nothing new to say as he steered clear from controversy The Prime Minister made no reference to his admission last week of having spoken to a magistrate on sentencing policies a comment that raised eyebrows since the judiciary are precluded from communicating in any way with members of the executive Instead Abela lauded the country ’ s economic results which he said have acceded expectations He said government ’ s decision to support jobs during the pandemic is reaping results “ Economic growth is important because it helps us to improve the quality of life and leave no one behind ” Abela said He also underscored the PL ’ s yearning for change by challenging the status quo “ We must aspire to more change because this is why people trusted us last March We have to continue dreaming and make things happen ” he said as he warned against complacency “ The Nationalist Party has not changed This is why political activism is important and don ’ t let anyone tell you that the political parties are all the same There is a difference between us and this is evident in how we constantly push for reforms and safeguard the interests of society ’ s weakest ” Abela said to applause as he ended his speech in a crescendo MaltaToday ’ s first survey for the year published today may have given PL supporters cause for cheer since the polls registered a reversal of the downward trend since the election However the survey also showed that the cohort of voters who said they will not vote if an election is held now has grown to almost a quarter of the electorate and is now marginally larger than the PN which registered a loss,['Mġarr'],"[(411, 416, 'LOC')]"
https://www.maltatoday.com.mt/news/national/121112/grech_urges_supporters_to_spread_message_in_face_of_abelas_media_capture,Grech urges supporters to spread message in face of Abela’s ‘media capture’,05/02/2023 13:08,Bernard Grech elicited the support of Nationalist Party activists to spread the party message in the face of what he called government ’ s control of the media Referring to the Prime Minister ’ s admission last week of having spoken to a magistrate the Opposition leader told supporters at the PN club in Mqabba this was Abela ’ s way of controlling institutions “ If he can do that with the judiciary God knows what he does with journalists and editors ” Grech exclaimed adding the national broadcasting station was simply a mouthpiece for the Prime Minister Grech again reiterated it was wrong for the Prime Minister to engage with a magistrate “ What is more worrying is that he has not understood the gravity of the situation ” he added In a lacklustre speech that elicited little enthusiasm from the crowd in front of him Grech called out government shortcomings that he said were eroding the quality of life He spoke of out of stock medicines blaming this on lack of government investment He also shamed the government for the hospital wards that were set up inside the former canteen at Mater Dei and in store rooms “ What a difference from when we had a state of the art hospital Today we have wards in a former canteen and stores But Robert Abela prefers to spend money on his friends erecting dinosaur statues in Valletta and on propaganda rather than improve the health service ” Grech said He insisted that the hospitals concession agreement with Steward Healthcare should be rescinded “ Instead of giving millions to Steward government should be investing them in public hospitals Give us our hospitals back ” he added Grech also called for more investment in road safety and enforcement “ Introducing higher fines for traffic infringements is fine but on its own is not enough unless enforcement is improved and maintained consistent throughout ” he said The PN leader also questioned why the Prime Minister was against setting up an independent public inquiry into the death of JeanPaul Sofia last year The 20-year-old youth died after a building under construction at the Corradino Industrial Estate collapsed burying him underneath the rubble “ Who are you protecting ” Grech asked the Prime Minister He then lambasted government for wanting to introduce abortion insisting the PN was the only pro-life party Grech ended his speech saying people deserved a good quality of life peace of mind and a government that understands their concerns “ We have to be there and remain there as a party but we need you to help us spread the message Government is using money to stifle criticism You have a right to a good quality of life You have a right to peace of mind You have a right to have a government that understands you and cares for you To us you have value I want you to move forward in life ” Grech said as he ended his intervention on a hesitant note The speech came as MaltaToday published its first survey findings for the year which showed Grech ’ s trust rating plummeting to its second worst result since becoming leader The Opposition leader ’ s two worst results came in the past four months alone while the cohort of non-voters today is larger than the PN ’ s voting base,"['Mqabba', 'Valletta']","[(305, 311, 'LOC'), (1323, 1331, 'LOC')]"
https://www.maltatoday.com.mt/news/national/121110/lino_cauchis_brother_says_family_vindicated_by_ruling_over_states_failure_in_murder_investigation,Lino Cauchi’s brother says family vindicated by ruling over State's failure in murder investigation,05/02/2023 10:03,Joe Cauchi brother to Lino Cauchi has spoken publicly for the first time since a court found the State responsible for failing to investigate his brother ’ s murder In an interview with sister newspaper Illum Joe Cauchi said that the court ’ s words when handing down its sentence were significant and couldn ’ t be ignored “ Half the population including members of the family did not even believe that such a horrible case could have had political interference ” he said Last month Judge Francesco Depasquale awarded Lino Cauchi ’ s heirs €615000 in compensation after concluding that the State failed to properly investigate his murder Cauchi went missing in February 1982 and his dismembered body was found in a well in Buskett in November 1985 Nobody has ever been charged with the murder While his murder is shrouded in mystery many suspect that people in high places had something to gain from Lino ’ s murder Indeed a magistrate had real suspicion that police officers may have been involved One of the main suspects in his murder was Piju Camilleri a developer from Luqa and the righthand man to former Labour minister Lorry Sant Camilleri was responsible for issuing building permits in the late 1970s and 1980s He had been indicted along with others including Lorry Sant over corruption by extorting land from developers seeking permits to build Lino Cauchi was Camilleri 's accountant and had been present for a stormy meeting with Camilleri and other developers just two months before he disappeared A private agreement drawn up by Lino to settle a dispute between Camilleri and another businessman could never be fulfilled because it went missing when Lino disappeared Camilleri was only arrested and interrogated in 2001 when police reopened the Cauchi murder investigation Camilleri has always denied any involvement in the murder and police found no concrete evidence against him Joe Cauchi said that the suspicion of interference or blackmail in his brother ’ s murder was always there “ The strong suspicion was that there were those who were trying to hinder investigations and there wasn ’ t just pressure on the government during the first years but there was also pressure on subsequent governments years later or blackmail ” he told Illum He noted that there were intimate and compromising photos of parliamentary members that were tabled in the House by former Minister Lorry Sant “ He had a way of acquiring certain information with which it seems he could blackmail people ” Joe said that his worry was that there were threats to authorities or powerful people which led to investigations not being carried out properly But this was always just a suspicion he added “ At the time it wasn ’ t so bad for a minister to interfere where he shouldn ’ t ” But now the court judgment awarding Lino 's heirs compensation has vindicated the family 's belief that investigations were never carried out seriously leading to crucial evidence being lost,['Luqa'],"[(1075, 1079, 'LOC')]"
https://www.maltatoday.com.mt/news/national/121107/serenity_for_judiciary_is_futile_if_pm_meddles_in_courts_says_adpd,"‘Serenity for judiciary is futile’ if PM meddles in courts, says ADPD",04/02/2023 14:38,According to ADPD Robert Abela 's declaration that institutions should be left to work serenely is fruitless if he tries to meddle where he should not Abela was correct in protesting about sentences meted out in criminal cases ADPD Deputy Chairperson Sandra Gauci remarked on Saturday referring to one of Abela 's political speeches During his political speech at the Birkirkara Labour Party Club on Sunday the Prime Minister admitted to interacting with a Magistrate who told him heavy penalties are reduced by the Court of Appeal This behaviour poses a threat to the independence of our country 's court because it places inappropriate pressure on it from the political and executive branches of the state said ADPD Chairperson Carmel Cacopardo Cacopardo argued courts should not receive any guidance from the government whether direct or indirect Instead of allowing the institutions to do their work the Prime Minister has chosen the partisan route that inevitably continues to enhance the loss of faith in institutions This is hardly what one would expect from a serious Prime Minister of a democratic country which follows the rule of law Gauci said On Monday the ADPD urged President George Vella to call an immediate Council for the Administration of Justice meeting in order to take the necessary steps The Commission for the Administration of Justice is directed by the President of the Republic and is mostly formed of members of the judiciary Cacopardo reiterated this appeal stating the Prime Minister should have taken this line of action calmly and measuredly He referred to the Code of Ethics for the Judiciary which states that no member of the judiciary shall speak directly with Cabinet members unless through the Chief Justice “ If Robert Abela did not shy away from pressuring a Magistrate regarding sentencing what other additional pressures are being made without public knowledge ” asked Cacopardo ADPD also called for Members of Parliament to dedicate themselves full-time to parliamentary duties The Green Party believes MPs should not be allowed to have any other form of employment whether paid or voluntary “ This is the only way to address effectively the stark conflict of interest faced by Members of Parliament in the existing system ” concluded Cacopardo,['Birkirkara'],"[(368, 378, 'LOC')]"
https://www.maltatoday.com.mt/news/national/121105/maltas_construction_industry_stained_with_blood_of_innocent_victims_of_lawlessness,Malta’s construction industry ‘stained with blood’ of innocent victims of lawless development,04/02/2023 11:19,Relatives of Jean-Paul Sofia the young victim of Malta ’ s latest fatal construction accident railed against a broken system of rules on the industry and accused developers of taking their greed to the extreme “ This construction industry is stained with the blood of people like Jean-Paul Sofia we owe it to him and the other families affected by these deaths ” the relative said at a demonstration in which she called for a stringent set of rules for the industry The demonstration was led by Moviment Graffitti whose spokesperson Christine Cassar said the construction accidents that had claimed so many lives were “ inevitable consequences of a rotten system that sacrificed lives for developers ’ greed ” “ The deaths of Miriam Pace Jean Paul Sofia Rita Vella and the construction workers who died on site could have been avoided but their lives were sacrificed on the altar of greed ” Cassar said “ We can not stay silent construction is leaving numerous victims and innocent people dead and families are left broken-hearted “ We need intelligent laws harsh penalties for those who do not respect the rules effective inspections during various stages of construction better security standards – with facts and deeds we can not let greed command over us ” Sofia ’ s relative said OHSA bill to speed up inquiries A total of 87 magisterial inquiries into workplace deaths and injuries that have occurred over the last seven years remain open The list dating back to 2015 shows that magistrates are still investigating 29 workplace fatalities The bulk of the 29 workplace deaths on the list occurred on construction sites many foreigners who fell to their deaths such as that of 26-year-old Mabruk Abubaker Abdullatif who fell a height of several storeys at a construction site in Sliema But the magisterial inquiries are still open Another victim was Romeo Antonio Scolari 49 who fell from a height at a site in St Julian ’ s in March 2019 Malian national Dieidy Coulibaly fell four storeys at a construction site in Qawra in 2019 His inquiry is also still ongoing Occupational Health and Safety Authority CEO Mark Gauci recently told The Times that the authority was pushing for the bill to involve the OHSA in court investigations into workplace accidents to speed up the conclusions The bill seeking to speed up magisterial inquiries passed its first reading in parliament The OHSA oversees workplace safety and ensures the well-being of all workers in all workplaces but it is not involved in magisterial inquiries “ If the bill is passed we will see speedier conclusions justice acting faster and a stronger deterrent effect ” Gauci said Graffiti call out rotten system Exactly two months ago the lifeless body of 20-year-old Jean Paul Sofia was found under the rubble of a collapsed building in Corradino Five other workers were seriously injured in the incident three of them critically Only three years ago on 2 March 2020 Miriam Pace was killed in her home after the whole building collapsed as a result of construction works on an adjacent site “ The workplace death of construction workers has also become a monthly occurrence and thousands are injured on construction sites every year ” Graffitti spokesperson Christine Cassar said yesterday “ These are not tragic accidents but the inevitable consequence of a rotten system designed to satisfy the insatiable hunger for the profit of developers and other businesses in the construction sector The deaths of Jean Paul Sofia Miriam Pace and all construction workers who perished at their workplaces were preventable Their lives have been sacrificed at the altar of greed ” No one has been yet charged in connection with Sofia ’ s death “ Real justice for all the victims of the construction industry will only be served when the systemic factors that have allowed this rot to fester are addressed ” Cassar said Relatives of fatality victims and Graffitti yesterday called for a public inquiry into the death of Sofia in a bid to go beyond identifying individual responsibility and uncover systemic failures “ Tragically the reform promised in the wake of Miriam Pace ’ s death has failed to materialize beyond a few cosmetic changes ” Cassar said Graffitti said that four crucial factors underlined the systemic failures that were leading to construction deaths The licensing of contractors “ bitterly opposed from behind the scenes by the developers ” which would ensure that operators in the construction sector are trustworthy and adequately trained with a mechanism by which licenses can be revoked when operators engage in malpractices There are currently no laws that regulate basic aspects of the construction process such as what construction machinery and material can be used where and how The NGO also said the Building and Construction Authority BCA established two years ago had become “ another dysfunctional authority seized by developers ’ interests ” chaired by architect Maria Schembri Grima one of the main architects of some of Malta ’ s most ruthless developers such as Joseph Portelli and Michael Stivala “ The BCA has very little to show for its work The reforms it should have been spearheading have stalled and enforcement in the construction industry remains far from sufficient ” Additionally the lack of planning reforms was evident by the fact that the four-storey building which collapsed in Corradino that killed Sofia had been given the go-ahead by means of two Development Notification Orders DNOs low-level permits that allow applicants to bypass the planning system and build entire structures on the strength of a mere notification without any serious evaluation of the building project “ The failure to reform the deadly construction industry lies in the power of developers to veto any serious measure that can safeguard people ’ s safety and quality of life It is truly shameful and worrying that Government is willing to accede to this lobby ’ s demands instead of protecting the workers and residents in Malta and Gozo ” Cassar said,['Sliema'],"[(1783, 1789, 'LOC')]"
https://www.maltatoday.com.mt/news/national/120800/prime_minister_extends_term_of_media_experts_committee,Prime Minister extends term of media experts committee,18/01/2023 12:39,Prime Minister Robert Abela has granted a request from Judge Emeritus Michael Mallia to extend the term of the Committee of Experts on the Media Sector until June The committee which was appointed last year and whose term expired on January 11 had been set up as recommended by the Public Inquiry into the assassination of Daphne Caruana Galizia which Mallia also chaired One of the first tasks of the committee was to review and give feedback on legislation proposed by the government to enhance the protection of journalists and strengthen freedom of expression The feedback was formally delivered on 1 June and just before parliament returned from its summer recess Justice Minister Jonathan Attard published the bills taking on board a substantial part of the feedback but leaving out significant aspects This was met with widespread calls for government to hold a public consultation before pushing the bills forward in parliament Abela later agreed to freeze media protection legislation tabled in parliament and wait for a public consultation process to take place after meeting with the Institute of Maltese Journalists The Prime Minister made the commitment not to move forward with the parliamentary process beyond the First Reading stage and asked the Experts Committee to open a consultation process on the proposed bills The committee is composed of Matthew Xuereb assistant editor of the Times of Malta and President of the Institute for Maltese Journalists Kurt Sansone online editor of MaltaToday and IGM secretary-general media expert Professor Carmen Sammut former Malta Press Ethics Commission chair and lawyer Kevin Dingli Mediatoday owner Saviour Balzan Malta Independent editor-in-chief Neil Camilleri and criminologist Professor Saviour Formosa,"['Attard', 'Dingli', 'Balzan']","[(695, 701, 'LOC'), (1636, 1642, 'LOC'), (1668, 1674, 'LOC')]"
https://www.maltatoday.com.mt/news/national/120799/transport_malta_steps_up_enforcement_on_escooters_137_confiscated,"Transport Malta steps up enforcement on e-scooters, 137 confiscated",18/01/2023 12:17,Transport Malta has ramped up enforcement on e-scooters with 137 e-scooters confiscated in various localities over the past few weeks As of January 2023 Transport Malta was given authority through a legal notice to enforce the use of e-scooters targeting both commercial operators and private individuals Enforcement operations have been carried out in localities with a strong use of e-scooters including St Julian 's Sliema St Paul 's bay and Gzira to ensure compliance with traffic regulations E-scooters were confiscated for various reasons such as expired licenses failure to register the vehicles with the Authority and lack of valid insurance Patrick Pollacco Director of Enforcement within Transport Malta stated that the Authority is committed to being more vigilant in enforcement and strengthening its presence on roads He urged e-scooter drivers to be responsible and observe traffic regulations Transport Malta said it encourages all e-scooter owners to comply with the country 's laws and observe traffic laws while using their vehicles to ensure the safety of both the driver and those around them Enforcement operations will continue in the coming days to ensure that e-scooters are operated in compliance with laws,['Sliema'],"[(419, 425, 'LOC')]"
https://www.maltatoday.com.mt/news/national/120635/dirty_coal_accounts_for_13_of_imported_electricity,Dirty coal accounts for 13% of imported electricity,10/01/2023 07:50,Coal the dirtiest fuel in terms of carbon emissions has accounted for one-tenth of the electricity imported by Malta from the European mainland through the interconnector And with 6 of that electricity derived from nuclear power stations the imported mix is radically different from 2020 ’ s figures when coal accounted for 17 and nuclear over a tenth Malta is powered by both a liquefied natural gas plant LNG as well as an electricity interconnector that provides energy from the European mainland by subsea cable from Sicily Natural gas is estimated to emit 50-60 less carbon dioxide CO2 when combusted by new and efficient plants compared to emissions from a coal-burning plant But while the emissions from these imported fossil fuels are not produced in the Maltese plant they still contribute to global warming unlike renewable and nuclear energy whose carbon footprint is negligible Energy from the interconnector accounted for one-fifth of the total energy mix of the island in 2021 which means the actual share of coal in Malta ’ s energy mix in 2021 was 3 Nuclear energy also accounted for 6 of imported electricity in 2021 down from 11 in 2020 Nuclear energy is cleaner than coal and natural gas in terms of carbon emissions but is shunned by environmentalists because of the radioactive waste it produces and fears of nuclear fallout from major accidents like Chernobyl in 1986 and Fukushima in 2011 Enemalta statistics show that 83 of the energy imported from Italy in 2021 was derived from fossil fuels which in varying degrees contribute to global warming In contrast renewable energy only accounted for a tenth of imported electricity in both 2020 and 2021 down from 15 in 2019 According to a Central Bank study based on 2019 statistics when imported renewables are added to locally produced renewable energy Malta would exceed the EU mandated 10 threshold for electricity being supplied from renewable sources But the report also called for more investment in renewable energy because Malta still failed to reach the mandatory threshold to have 10 of its total energy supply from locally produced renewables in 2020 having to resort to buying energy credits from other countries In 2020 Malta acquired €2 million in renewable energy “ credits ” from Estonia to reach its EU targets for that year and it had previously also entered in a €14 million seven-year deal with Bulgaria for 2013-2020 Malta should stop importing coal and nuclear energy – Friends of the Earth Friends of the Earth one of the few local environmental groups focused on energy issue is calling on the Maltese government not to accept coal and nuclear as part of the country ’ s energy mix “ Fossil fuels are proving unreliable expensive and incompatible with greenhouse gas emission reduction targets to avoid climate catastrophe Nuclear energy remains a challenge due to safety risks the lack of solutions for the long-term waste problem and the dangers of proliferation ” Suzanne Maas the Climate Campaign Coordinator of Friends of the Earth Malta told MaltaToday But with the rise in the cost of energy triggered by the invasion of Ukraine governments across Europe are scrambling to find alternatives to Russian gas Faced with increased reliance on coal the German government which includes the Green Party has reluctantly slowed down the closure of nuclear plants and more EU governments are investing in offshore LNG plants like the one in Marsaxlokk But FOE opposes further investment in fossil fuels including the EU-approved gas pipeline from Malta to Italy which it fears will further lock Malta ’ s fossil fuel dependence and argues that the only way to really safeguard Malta ’ s energy security and “ protect people and businesses from external shocks ” is for government to invest in the energy of future “ energy savings renewables and community energy ” Reducing energy use in buildings operations and transport may well be “ the cheapest and fastest way to decrease energy consumption and save money ” This can be achieved through building renovations stricter standards for the energy performance of new buildings and a modal shift to cleaner modes of transport public transport walking cycling supported by the right fiscal incentives to reward the positive shift and tax wasteful behaviour Moreover Malta also needs to urgently increase its share of renewable energy “ We need an ambitious plan for a fossil free Malta based on increased renewable energy sources in Malta and agreements to import electricity from renewable sources through the interconnectors ” Maas said An electrification of transport should come from renewable sources to signify a real reduction in carbon emissions instead of shifting emissions from tailpipe to power station she added FOE is also calling for a legal framework for renewable energy communities to enable citizens to supply share and save energy and have a say on the energy system “ The uptake of PV in the built environment needs to be ramped up including on public buildings and multi-story apartment blocks which could be enabled through renewable energy communities ”,['Marsaxlokk'],"[(3434, 3444, 'LOC')]"
